dataset,t,method,mean_reward,compliance,viol_rate,mean_list_risk,p95_risk,B,tau,cand_n,lam_penalty,warmup,oracle_mean_reward,oracle_gap,V_left_end,elig_seen,infeasible
ML-1M,16,mu,0.9992413520812988,0.852,0.148,3.4887304306030273,5.527705192565918,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,17,mu,0.9992807507514954,0.852,0.148,3.485881805419922,5.524654388427734,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,18,mu,0.9993109703063965,0.852,0.148,3.483401298522949,5.524653911590576,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,19,mu,0.9993635416030884,0.851,0.149,3.482313871383667,5.524783611297607,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,20,mu,0.9993791580200195,0.851,0.149,3.4804131984710693,5.525250434875488,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,21,mu,0.9993911981582642,0.851,0.149,3.4787449836730957,5.52115535736084,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,22,mu,0.9994112253189087,0.851,0.149,3.4769539833068848,5.522021293640137,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,23,mu,0.99941086769104,0.851,0.149,3.475487232208252,5.518587112426758,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,24,mu,0.9994245767593384,0.851,0.149,3.4731016159057617,5.522247314453125,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,25,mu,0.9994376301765442,0.8515,0.1485,3.4717319011688232,5.522468090057373,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,26,mu,0.9994537234306335,0.8515,0.1485,3.470876455307007,5.522468090057373,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,27,mu,0.9994516372680664,0.8515,0.1485,3.4707493782043457,5.522468090057373,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,28,mu,0.9994521141052246,0.852,0.148,3.4693565368652344,5.524546146392822,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,29,mu,0.9994710683822632,0.851,0.149,3.467752456665039,5.519059181213379,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,30,mu,0.9994655251502991,0.8505,0.1495,3.466444492340088,5.5178070068359375,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,31,mu,0.9994832873344421,0.8515,0.1485,3.4650464057922363,5.515895366668701,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,32,mu,0.9994776844978333,0.8515,0.1485,3.4641480445861816,5.518623352050781,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,33,mu,0.9994745254516602,0.851,0.149,3.4635090827941895,5.514675140380859,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,34,mu,0.9994807243347168,0.851,0.149,3.4620423316955566,5.511045455932617,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,35,mu,0.9994956851005554,0.852,0.148,3.4612627029418945,5.510865211486816,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,36,mu,0.9994927048683167,0.852,0.148,3.4601376056671143,5.508728504180908,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,37,mu,0.9994915723800659,0.8515,0.1485,3.4588942527770996,5.505796909332275,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,38,mu,0.9995059967041016,0.852,0.148,3.457944869995117,5.505796909332275,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,39,mu,0.9995097517967224,0.8525,0.1475,3.4565625190734863,5.505307674407959,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,40,mu,0.999504029750824,0.8525,0.1475,3.456242561340332,5.505307674407959,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,41,mu,0.9995003938674927,0.852,0.148,3.455411672592163,5.505962371826172,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,42,mu,0.9995043873786926,0.8515,0.1485,3.4545674324035645,5.505307674407959,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,43,mu,0.9995153546333313,0.8515,0.1485,3.4534356594085693,5.500831127166748,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,44,mu,0.9995033144950867,0.8515,0.1485,3.453219413757324,5.501684665679932,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,45,mu,0.9995190501213074,0.8515,0.1485,3.452420949935913,5.5054850578308105,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,46,mu,0.9995203614234924,0.852,0.148,3.451888084411621,5.5054850578308105,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,47,mu,0.9995176792144775,0.852,0.148,3.4512457847595215,5.50549840927124,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,48,mu,0.9995160102844238,0.852,0.148,3.450618267059326,5.503678798675537,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,49,mu,0.9995215535163879,0.852,0.148,3.4499571323394775,5.49673318862915,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,0,penalty,0.9790246486663818,0.8835,0.1165,3.4949984550476074,5.059508800506592,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,1,penalty,0.9867482781410217,0.8925,0.1075,3.4474687576293945,5.273777961730957,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,2,penalty,0.991348385810852,0.8965,0.1035,3.428558826446533,5.42097806930542,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,3,penalty,0.9941306710243225,0.898,0.102,3.4131040573120117,5.444823265075684,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,4,penalty,0.9958956837654114,0.9,0.1,3.401792049407959,5.443484306335449,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,5,penalty,0.9969721436500549,0.901,0.099,3.3932504653930664,5.458378314971924,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,6,penalty,0.9976693987846375,0.904,0.096,3.3834481239318848,5.453912258148193,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,7,penalty,0.9981536865234375,0.905,0.095,3.37652325630188,5.4610724449157715,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,8,penalty,0.9985183477401733,0.9065,0.0935,3.3700783252716064,5.46307373046875,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,9,penalty,0.9987106919288635,0.907,0.093,3.366067886352539,5.4644951820373535,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,10,penalty,0.9989075660705566,0.908,0.092,3.3611106872558594,5.466148376464844,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,11,penalty,0.9990320801734924,0.908,0.092,3.357778787612915,5.454977035522461,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,12,penalty,0.999154806137085,0.9085,0.0915,3.353874444961548,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,13,penalty,0.9991992115974426,0.9085,0.0915,3.3498778343200684,5.45599365234375,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,14,penalty,0.9992639422416687,0.9085,0.0915,3.347102642059326,5.454977989196777,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,15,penalty,0.9993195533752441,0.9085,0.0915,3.345076084136963,5.454975128173828,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,16,penalty,0.9993358850479126,0.9085,0.0915,3.343356132507324,5.454915523529053,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,17,penalty,0.9993939399719238,0.9085,0.0915,3.34097957611084,5.456753253936768,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,18,penalty,0.9993994235992432,0.909,0.091,3.3383562564849854,5.461221218109131,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,19,penalty,0.9994243383407593,0.909,0.091,3.336517572402954,5.456676959991455,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,20,penalty,0.9994345903396606,0.909,0.091,3.3344032764434814,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,21,penalty,0.9994571805000305,0.909,0.091,3.332103967666626,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,22,penalty,0.9994797706604004,0.9095,0.0905,3.3301169872283936,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,23,penalty,0.999483048915863,0.909,0.091,3.3288352489471436,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,24,penalty,0.9994927048683167,0.909,0.091,3.326606512069702,5.454941749572754,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,25,penalty,0.9995017051696777,0.9095,0.0905,3.324707508087158,5.454894065856934,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,26,penalty,0.999512791633606,0.91,0.09,3.3236308097839355,5.454893112182617,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,27,penalty,0.9995150566101074,0.91,0.09,3.321892499923706,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,28,penalty,0.9995099902153015,0.91,0.09,3.3202924728393555,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,29,penalty,0.9995280504226685,0.9105,0.0895,3.3184571266174316,5.45145845413208,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,30,penalty,0.9995250105857849,0.9105,0.0895,3.3168351650238037,5.454892158508301,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,31,penalty,0.9995344281196594,0.91,0.09,3.3155710697174072,5.452019691467285,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,32,penalty,0.9995372295379639,0.9105,0.0895,3.314370632171631,5.4485697746276855,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,33,penalty,0.9995427131652832,0.9105,0.0895,3.3132641315460205,5.4485697746276855,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,34,penalty,0.9995361566543579,0.9105,0.0895,3.3124618530273438,5.453015327453613,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,35,penalty,0.9995429515838623,0.9105,0.0895,3.3114750385284424,5.453015327453613,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,36,penalty,0.9995503425598145,0.911,0.089,3.3100335597991943,5.452458381652832,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,37,penalty,0.999554455280304,0.911,0.089,3.3094680309295654,5.453015327453613,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,38,penalty,0.9995487332344055,0.911,0.089,3.308835029602051,5.452462673187256,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,39,penalty,0.9995588660240173,0.911,0.089,3.307868719100952,5.452462673187256,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,40,penalty,0.9995465874671936,0.911,0.089,3.3073856830596924,5.4492974281311035,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,41,penalty,0.9995535016059875,0.911,0.089,3.3065977096557617,5.448514461517334,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,42,penalty,0.9995606541633606,0.911,0.089,3.3058388233184814,5.4479498863220215,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,43,penalty,0.9995543360710144,0.911,0.089,3.30502986907959,5.4390177726745605,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,44,penalty,0.9995601773262024,0.911,0.089,3.30432391166687,5.43752384185791,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,45,penalty,0.9995589852333069,0.911,0.089,3.303647756576538,5.437848091125488,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,46,penalty,0.9995701909065247,0.911,0.089,3.302388906478882,5.433599948883057,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,47,penalty,0.9995699524879456,0.911,0.089,3.301746368408203,5.425777912139893,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,48,penalty,0.9995692372322083,0.9105,0.0895,3.3010575771331787,5.4202375411987305,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,49,penalty,0.9995636343955994,0.9105,0.0895,3.300340175628662,5.4202375411987305,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,
ML-1M,0,hard,0.9761383533477783,0.998,0.002,3.4758291244506836,4.015156269073486,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,4.0
ML-1M,1,hard,0.9844066500663757,0.9995,0.0005,3.3951056003570557,3.9900496006011963,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,1.0
ML-1M,2,hard,0.9895830154418945,0.9995,0.0005,3.347219705581665,3.964944839477539,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,1.0
ML-1M,3,hard,0.992783784866333,1.0,0.0,3.311919927597046,3.9555649757385254,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,4,hard,0.9950845241546631,1.0,0.0,3.287346839904785,3.9379541873931885,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,5,hard,0.9962835907936096,1.0,0.0,3.2711899280548096,3.933562755584717,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,6,hard,0.9972308278083801,1.0,0.0,3.2567222118377686,3.9049458503723145,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,7,hard,0.9978384375572205,1.0,0.0,3.2432358264923096,3.849797248840332,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,8,hard,0.9983066320419312,1.0,0.0,3.2306580543518066,3.7642130851745605,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,9,hard,0.9985514879226685,1.0,0.0,3.218789577484131,3.6995837688446045,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,10,hard,0.9986382126808167,1.0,0.0,3.210623025894165,3.641529083251953,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,11,hard,0.9989321231842041,1.0,0.0,3.2036142349243164,3.5860049724578857,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,12,hard,0.9990749359130859,1.0,0.0,3.1980209350585938,3.5486233234405518,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,13,hard,0.999184787273407,1.0,0.0,3.191504716873169,3.4879307746887207,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,14,hard,0.9992592334747314,1.0,0.0,3.185824155807495,3.4329190254211426,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,15,hard,0.9993318915367126,1.0,0.0,3.180990219116211,3.4089255332946777,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,16,hard,0.9993613958358765,1.0,0.0,3.176342725753784,3.3979146480560303,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,17,hard,0.999409556388855,1.0,0.0,3.1716480255126953,3.3806040287017822,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,18,hard,0.9994603395462036,1.0,0.0,3.169177532196045,3.378356695175171,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,19,hard,0.9994680285453796,1.0,0.0,3.165940999984741,3.3615245819091797,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,20,hard,0.9994660019874573,1.0,0.0,3.1636006832122803,3.3519957065582275,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,21,hard,0.999476969242096,1.0,0.0,3.1597936153411865,3.33107328414917,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,22,hard,0.9995121359825134,1.0,0.0,3.15788197517395,3.330808401107788,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,23,hard,0.9995275735855103,1.0,0.0,3.155653715133667,3.330808401107788,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,24,hard,0.9995304346084595,1.0,0.0,3.153871536254883,3.330808401107788,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,25,hard,0.9995482563972473,1.0,0.0,3.1504907608032227,3.319871664047241,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,26,hard,0.9995465278625488,1.0,0.0,3.1486332416534424,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,27,hard,0.9995645880699158,1.0,0.0,3.1467034816741943,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,28,hard,0.9995664358139038,1.0,0.0,3.1448891162872314,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,29,hard,0.9995665550231934,1.0,0.0,3.1425201892852783,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,30,hard,0.9995750188827515,1.0,0.0,3.1408636569976807,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,31,hard,0.9995607733726501,1.0,0.0,3.1386797428131104,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,32,hard,0.9995883703231812,1.0,0.0,3.137817621231079,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,33,hard,0.9995748996734619,1.0,0.0,3.1358633041381836,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,34,hard,0.999589741230011,1.0,0.0,3.134401321411133,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,35,hard,0.9995830059051514,1.0,0.0,3.1325371265411377,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,36,hard,0.9995917677879333,1.0,0.0,3.1318163871765137,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,37,hard,0.9995924830436707,1.0,0.0,3.1301498413085938,3.3197624683380127,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,38,hard,0.9995813965797424,1.0,0.0,3.1290433406829834,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,39,hard,0.9995925426483154,1.0,0.0,3.1275267601013184,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,40,hard,0.9995936155319214,1.0,0.0,3.125934600830078,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,41,hard,0.9995978474617004,1.0,0.0,3.125293016433716,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,42,hard,0.9995991587638855,1.0,0.0,3.12430477142334,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,43,hard,0.9995992183685303,1.0,0.0,3.1233773231506348,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,44,hard,0.9995998740196228,1.0,0.0,3.122697114944458,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,45,hard,0.9995741844177246,1.0,0.0,3.12168025970459,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,46,hard,0.999603271484375,1.0,0.0,3.1203296184539795,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,47,hard,0.9996025562286377,1.0,0.0,3.1198034286499023,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,48,hard,0.9996026158332825,1.0,0.0,3.1191811561584473,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,49,hard,0.9996035099029541,1.0,0.0,3.1183505058288574,3.3197622299194336,4.059373378753662,0.9,1000,0.22843480110168457,,,,,,0.0
ML-1M,0,quota,0.9795184135437012,0.9005,0.0995,3.6357293128967285,5.444678783416748,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9792321920394897,-0.0002862215042114258,0.0,396.0,
ML-1M,1,quota,0.9866750836372375,0.9005,0.0995,3.5602095127105713,5.469202995300293,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9863674640655518,-0.000307619571685791,0.0,311.0,
ML-1M,2,quota,0.9910477995872498,0.9005,0.0995,3.521902322769165,5.498523235321045,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9910045266151428,-4.3272972106933594e-05,0.0,269.0,
ML-1M,3,quota,0.993651807308197,0.904,0.096,3.4887964725494385,5.498537540435791,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9938674569129944,0.00021564960479736328,7.0,252.0,
ML-1M,4,quota,0.9955127835273743,0.9005,0.0995,3.4763309955596924,5.498137474060059,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.995618999004364,0.0001062154769897461,0.0,236.0,
ML-1M,5,quota,0.9966320991516113,0.9005,0.0995,3.4637773036956787,5.497003555297852,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9967081546783447,7.605552673339844e-05,0.0,233.0,
ML-1M,6,quota,0.9974028468132019,0.902,0.098,3.451059103012085,5.497775554656982,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9975041151046753,0.00010126829147338867,3.0,225.0,
ML-1M,7,quota,0.9979371428489685,0.9015,0.0985,3.440784454345703,5.493029594421387,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.997998058795929,6.091594696044922e-05,2.0,218.0,
ML-1M,8,quota,0.9982495307922363,0.9005,0.0995,3.430919647216797,5.496201992034912,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9983689188957214,0.00011938810348510742,0.0,207.0,
ML-1M,9,quota,0.9984689950942993,0.9005,0.0995,3.4240353107452393,5.497101783752441,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9985798597335815,0.00011086463928222656,0.0,196.0,
ML-1M,10,quota,0.9987128973007202,0.9005,0.0995,3.419680595397949,5.498417854309082,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9987850189208984,7.212162017822266e-05,0.0,192.0,
ML-1M,11,quota,0.9988880753517151,0.9005,0.0995,3.414619207382202,5.502125263214111,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9989508986473083,6.282329559326172e-05,0.0,184.0,
ML-1M,12,quota,0.9990367889404297,0.9005,0.0995,3.4123599529266357,5.498487949371338,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9990609288215637,2.4139881134033203e-05,0.0,179.0,
ML-1M,13,quota,0.9990894794464111,0.9,0.1,3.407405376434326,5.500254154205322,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9991557002067566,6.622076034545898e-05,0.0,171.0,
ML-1M,14,quota,0.9990451335906982,0.9,0.1,3.4026741981506348,5.4940361976623535,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.999204695224762,0.0001595616340637207,0.0,157.0,
ML-1M,15,quota,0.9991934895515442,0.9,0.1,3.401439905166626,5.4940361976623535,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9992440342903137,5.054473876953125e-05,0.0,148.0,
ML-1M,16,quota,0.9991481900215149,0.9,0.1,3.40006685256958,5.494006156921387,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9992989301681519,0.0001507401466369629,0.0,135.0,
ML-1M,17,quota,0.9991854429244995,0.9005,0.0995,3.395266532897949,5.49733829498291,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9993569254875183,0.00017148256301879883,0.0,127.0,
ML-1M,18,quota,0.9993725419044495,0.9,0.1,3.3942956924438477,5.4977192878723145,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.99936842918396,-4.112720489501953e-06,0.0,121.0,
ML-1M,19,quota,0.999333918094635,0.8985,0.1015,3.393967628479004,5.49839448928833,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9993944764137268,6.0558319091796875e-05,0.0,119.0,
ML-1M,20,quota,0.9993401169776917,0.9,0.1,3.3905887603759766,5.495730400085449,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9994238615036011,8.374452590942383e-05,0.0,112.0,
ML-1M,21,quota,0.9994131922721863,0.8995,0.1005,3.387970209121704,5.495090961456299,4.059373378753662,0.9,1000,0.22843480110168457,20.0,0.9994302988052368,1.710653305053711e-05,0.0,104.0,
