dataset,cand_n,n_items,B,B_quantile,target,method,Recall,NDCG,Recall_given_hit,NDCG_given_hit,Compliance,MeanRisk,P95Risk,ProxyUtility,RetrievalHit_at_N,lam,tune,val_compliance,mandatory_infeasible,discretionary_used,V_left_end,warmup,eta0,final_lambda,mean_du_positive,count_U_feasible,count_C_enforced,count_U_violate_by_choice,count_U_infeasible_region
Amazon-VideoGames,5000,17286,1.4568411111831665,0.8,0.8,PrimalDual (online dual-ascent),0.0568,0.0281288127122165,0.07636461414358699,0.03781771001911333,0.8256,0.9758838457897305,2.6292479753494282,6.048181562447548,0.7438,,eta_grid,0.8256,,,,,0.125,0.002190479965519193,0.6028541295528412,4000.0,128.0,872.0,0.0
Amazon-VideoGames,5000,17286,1.4568411111831665,0.8,0.85,PrimalDual (online dual-ascent),0.0566,0.028042677400601828,0.07609572465716591,0.03770190562059939,0.8573999999999999,0.9651398478105664,2.6237632155418398,6.045463016057014,0.7438,,eta_grid,0.8573999999999999,,,,,0.5,0.05127905755101039,0.6028541295528412,4000.0,287.0,713.0,0.0
Amazon-VideoGames,5000,17286,1.4568411111831665,0.8,0.9,PrimalDual (online dual-ascent),0.0566,0.02807601073393515,0.07609572465716591,0.037746720535002894,0.902,0.9410219752863049,2.5959435343742374,6.03598250939846,0.7438,,eta_grid,0.902,,,,,2.0,0.29780150909827996,0.6028541295528412,4000.0,510.0,490.0,0.0
Amazon-VideoGames,5000,17286,1.4568411111831665,0.8,0.95,PrimalDual (online dual-ascent),0.057,0.028384345407250162,0.07663350363000807,0.03816126029477032,0.95,0.8978685039356351,1.484183275699715,6.014335929226875,0.7438,,eta_grid,0.95,,,,,0.25,0.7821471027466154,0.6028541295528412,4000.0,750.0,250.0,0.0
Amazon-VideoGames,5000,17286,1.4568411111831665,0.8,0.98,PrimalDual (online dual-ascent),0.0568,0.028306974845803256,0.07636461414358699,0.038057239642112474,0.9804,0.847809787710011,1.4366536557674408,5.977270864129067,0.7438,,eta_grid,0.9804,,,,,8.0,1.7144306082050231,0.6028541295528412,4000.0,902.0,98.0,0.0
ML-1M,3533,3533,2.347123050689697,0.8,0.8,PrimalDual (online dual-ascent),0.07075393537696768,0.03434442613669702,0.07075393537696768,0.03434442613669702,0.8142502071251035,1.6175581373095316,3.253018617630005,10.545860318734611,1.0,,eta_grid,0.8142502071251035,,,,,0.125,0.003949634650412096,0.2400189398138999,4828.0,86.0,1121.0,0.0
ML-1M,3533,3533,2.347123050689697,0.8,0.85,PrimalDual (online dual-ascent),0.07091963545981773,0.0344310806105191,0.07091963545981773,0.0344310806105191,0.8497100248550125,1.6065624445294089,3.253018617630005,10.544900287906296,1.0,,eta_grid,0.8497100248550125,,,,,0.125,0.05422730849821314,0.2400189398138999,4828.0,300.0,907.0,0.0
ML-1M,3533,3533,2.347123050689697,0.8,0.9,PrimalDual (online dual-ascent),0.07141673570836786,0.034585581502488166,0.07141673570836786,0.034585581502488166,0.899751449875725,1.5807092022913096,3.2209561586380007,10.540709040909634,1.0,,eta_grid,0.899751449875725,,,,,0.5,0.1527943926864288,0.2400189398138999,4828.0,602.0,605.0,0.0
ML-1M,3533,3533,2.347123050689697,0.8,0.95,PrimalDual (online dual-ascent),0.0715824357912179,0.034603634449240646,0.0715824357912179,0.034603634449240646,0.9501242750621375,1.5353548853910453,2.347014236450195,10.529123848928531,1.0,,eta_grid,0.9501242750621375,,,,,4.0,0.36471986751930346,0.2400189398138999,4828.0,906.0,301.0,0.0
ML-1M,3533,3533,2.347123050689697,0.8,0.98,PrimalDual (online dual-ascent),0.0715824357912179,0.03477138430716931,0.0715824357912179,0.03477138430716931,0.979950289975145,1.5002594407410195,2.317660927772522,10.516493492316094,1.0,,eta_grid,0.979950289975145,,,,,4.0,0.6308656357799427,0.2400189398138999,4828.0,1086.0,121.0,0.0
ML-20M,5000,20720,0.9630447268486024,0.8,0.8,PrimalDual (online dual-ascent),0.081,0.039731150855691615,0.08414710159983378,0.04127482947817537,0.8172,0.7077308216691017,1.3130329787731172,9.817807472991943,0.9626,,eta_grid,0.8172,,,,,0.125,0.015292935759374345,0.17051372957229613,4000.0,86.0,914.0,0.0
ML-20M,5000,20720,0.9630447268486024,0.8,0.85,PrimalDual (online dual-ascent),0.0814,0.03987247327287222,0.0845626428423021,0.04142164271023501,0.85,0.7031990437507629,1.3130329787731172,9.817260395812989,0.9626,,eta_grid,0.85,,,,,0.125,0.0328253959941148,0.17051372957229613,4000.0,250.0,750.0,0.0
ML-20M,5000,20720,0.9630447268486024,0.8,0.9,PrimalDual (online dual-ascent),0.0822,0.04009326499218873,0.08539372532723873,0.04165101287366376,0.8998,0.6931792589783669,1.310776549577713,9.814572551727295,0.9626,,eta_grid,0.8998,,,,,0.25,0.08771496907993245,0.17051372957229613,4000.0,499.0,501.0,0.0
ML-20M,5000,20720,0.9630447268486024,0.8,0.95,PrimalDual (online dual-ascent),0.0828,0.04026205566961328,0.0860170371909412,0.04182636159319892,0.9502,0.6762422671556473,0.9630177229642868,9.80754300851822,0.9626,,eta_grid,0.9502,,,,,1.0,0.21672884613680912,0.17051372957229613,4000.0,751.0,249.0,0.0
ML-20M,5000,20720,0.9630447268486024,0.8,0.98,PrimalDual (online dual-ascent),0.0826,0.040151620797944376,0.08580926656970704,0.0417116359837361,0.9808,0.660692396914959,0.9505128234624862,9.798390488052368,0.9626,,eta_grid,0.9808,,,,,2.0,0.3951718796378533,0.17051372957229613,4000.0,904.0,96.0,0.0
